last_name, first_name,player_id,year,p_era,xbadiff,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,
Neidert, Nick,663734,2022,3.60,-0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynch, Daniel,663738,2022,5.13,.013,L,2434,43.3,94,2125,6.9,-15.3,17.2,1.3,30.4,85.9,2020,-0.4,-33.8,3.6,1.4,18.2,84.8,1670,13.2,-27.7,17,1.5,5.1,81.1,2106,-1.9,-47,6.2,2.4,3,93.4,2054,14.1,-19.4,18.7,1.2,,,,,,,,,,,,,,,,,,,,,,
Morris, Cody,663752,2022,2.28,-0.013,R,404,44.6,94.6,2500,-7.2,-13.4,18.8,1.4,,,,,,,,17.1,81.9,1402,-12.3,-30.8,16.2,1.5,6.9,79.6,2364,9,-58.4,17.4,1.4,,,,,,,,31.4,88.2,2329,3.9,-28.2,8.1,1.8,,,,,,,,,,,,,,,
Knehr, Reiss,663753,2022,3.95,-0.015,R,242,25.2,93.6,2394,-6.1,-16.2,16.1,1.6,5,82.8,2411,11.8,-43.6,12.7,1.4,19,89,1801,-14.8,-27.6,16.3,1.3,20.2,79.2,2020,10.9,-47.8,12.4,1.3,25.2,92.8,2378,-7.6,-14.7,19,1.3,5.4,89,2250,3.5,-25.9,9.4,1.5,,,,,,,,,,,,,,,
Woodford, Jake,663765,2022,2.23,-0.027,R,697,21.4,92.4,2203,-5.5,-18.4,14.8,1.3,0.3,83.7,2589,7.2,-39.2,7.2,1.5,3.7,85.2,1401,-12.1,-29.9,14.6,1.4,8.5,75.3,2541,10.7,-66.2,20.3,1.6,38.2,91.8,2027,-12.6,-24.3,15.1,1.3,,,,,,,,,,,,,,,,,,,,,,
Hoeing, Bryan,663773,2022,12.08,.031,R,267,,,,,,,,11.2,83.3,2367,4.2,-41.6,5.3,1.5,10.1,87.2,1674,-16.9,-30.5,18,1.7,7.5,80.3,2355,14.9,-44,15.2,1.6,71.2,93,1979,-16.7,-25.1,18.3,1.3,,,,,,,,,,,,,,,,,,,,,,
Sandoval, Patrick,663776,2022,2.91,.000,L,2456,22.8,93.1,2037,4,-15.1,17.2,1.5,29.1,86.3,2550,-6.6,-35.6,7.5,1.5,24.6,83.7,1608,14.3,-30.6,16.8,1.5,9.3,78.6,2781,-7.6,-56.5,14.4,2.5,14.2,93.4,1924,13.7,-19,18.6,1.5,,,,,,,,,,,,,,,,,,,,,,
Kowar, Jackson,663804,2022,9.77,.081,R,311,46.6,95.8,2259,-12.3,-14.1,20.2,1.4,10.6,82.9,2306,3.3,-45.6,7.6,1.5,42.8,85.7,2512,-16.1,-35.5,16.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hicks, Jordan,663855,2022,4.84,-0.003,R,1051,0.6,100.1,2178,-7.8,-16.8,13.6,1.6,31.6,84.7,2486,11.8,-38.7,12.3,2.7,2.7,92.1,1758,-15.7,-24.2,18.1,1.5,,,,,,,,65.2,99.4,2039,-15.8,-19.7,17.9,1.9,,,,,,,,,,,,,,,,,,,,,,
Singer, Brady,663903,2022,3.23,-0.001,R,2376,0.5,92.6,2327,-7.6,-20.2,14,1.4,38,85.5,2341,3.6,-36.8,4.3,1.4,7.7,86.9,2229,-14.5,-24.3,18.9,1.4,,,,,,,,53.8,93.8,2297,-14.9,-20.6,18.3,1.2,,,,,,,,,,,,,,,,,,,,,,
Holton, Tyler,663947,2022,3.00,-0.018,L,159,32.7,90.5,2154,2.3,-15.8,18,1.1,,,,,,,,32.7,82.8,1630,13.8,-31,16.7,1.4,14.5,77.3,2588,-6.4,-62.6,17.5,1.4,2.5,90.6,2060,12.3,-19,19,1.5,17.6,87.3,2290,-5.2,-27.6,9.8,1.4,,,,,,,,,,,,,,,
Paddack, Chris,663978,2022,4.03,.044,R,367,51.8,93,2193,-9.9,-13.3,21.1,1.5,3.8,83.5,1861,0,-34.5,5.3,1.6,26.4,82.5,1949,-15.3,-31.5,17.9,1.7,18,76,2155,9.4,-66,20.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephan, Trevor,663986,2022,2.69,.042,R,1032,47.6,96.5,2477,-11,-15,18.3,1.1,24.8,85.9,2590,9.5,-34.6,10.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,87.9,1272,-11.9,-30.9,13.1,1.4,,,,,,,,
Vespi, Nick,663989,2022,4.10,-0.002,L,446,47.8,88.5,2267,-2.4,-30.5,5.4,1.1,36.3,83.6,2550,-10.5,-36.9,11.4,1.3,,,,,,,,15.9,80.5,2421,-9.4,-47.1,10.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakins Sr., Travis,664042,2022,9.58,.002,R,208,39.4,93.9,2231,-3.9,-15.4,16.2,1.2,21.2,82.7,2662,12.2,-40.1,12.5,1.6,11.1,88.5,1670,-13.4,-32.6,14.3,1.4,8.7,80.3,2812,14.1,-56,19.3,1.5,0.5,93.1,2197,-16,-20.3,19.6,,19.2,91.5,2465,3.7,-23.9,9.8,1.4,,,,,,,,,,,,,,,
Stashak, Cody,664054,2022,3.86,.012,R,227,48.9,90.6,2194,-4.6,-12.6,21.4,1.1,49.3,82,2113,6.5,-34,10.6,1.2,1.8,84.3,1278,-10.2,-25.1,17,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonsolin, Tony,664062,2022,2.14,-0.048,R,2015,39.1,93.1,2326,-8.5,-14.2,19.5,1.3,21.5,87.5,2486,3.2,-30.8,6.3,1.4,,,,,,,,11.9,80.7,2570,3.3,-54,12.6,1.5,,,,,,,,,,,,,,,27.5,83.5,1411,-12.4,-36.8,12.9,1.1,,,,,,,,
Cleavinger, Garrett,664076,2022,3.91,-0.043,L,347,38,96,2302,10.6,-14,19.1,1.3,41.5,82.7,2637,-8.8,-45.2,10.6,1.2,,,,,,,,4.3,76.8,2711,-15.9,-60.2,20.8,1.3,16.1,95.1,2343,18.5,-20.3,21.1,1.2,,,,,,,,,,,,,,,,,,,,,,
Poppen, Sean,664092,2022,4.40,.043,R,439,,,,,,,,34.4,83.5,2280,15.5,-40.9,15.7,1.4,3.4,85.3,1860,-17.2,-33.3,18,1.4,,,,,,,,62.2,94.6,2090,-14.9,-23,17,1.1,,,,,,,,,,,,,,,,,,,,,,
Effross, Scott,664123,2022,2.54,.010,R,814,11.3,90.8,2246,-17.3,-29.6,17.9,1.1,40.2,79.8,2451,12.5,-40.3,13.3,1.1,14.6,83,2065,-14.3,-48.6,16.8,1.3,,,,,,,,33.9,90.3,2216,-18,-37.1,18.4,1.1,,,,,,,,,,,,,,,,,,,,,,
Fairbanks, Pete,664126,2022,1.13,.028,R,352,61.4,99,2515,-0.1,-7.5,20.8,1,38.1,85.8,2465,2.5,-44.4,7.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,95.8,2032,-15.3,-21.5,17.5,1.4,,,,,,,,
Gibaut, Ian,664139,2022,4.50,.065,R,694,44.1,95.8,2273,-4.7,-12.5,18.1,1.1,7.9,85.1,2494,9.2,-35.3,10.8,1.6,11.1,85.9,1894,-14.9,-29.4,16.9,1.3,,,,,,,,,,,,,,,22.6,92.4,2356,4.1,-22.5,10.6,1.5,,,,,,,,,,,,,,,
Brubaker, JT,664141,2022,4.69,.014,R,2381,5.9,92.7,2156,-9.3,-16.2,18.5,1.2,31,86.7,2653,0.9,-34.3,2.9,1.3,5.1,87.2,1880,-15.2,-29.6,16.7,1.2,16,80,2813,6.5,-50.9,10.9,1.4,41.9,93.1,2281,-16.1,-21.7,19,1.2,,,,,,,,,,,,,,,,,,,,,,
Swarmer, Matt,664161,2022,5.03,.005,R,657,39.1,90.5,1989,-4.1,-18.1,15.9,1.1,59.1,82.1,2194,7.3,-37.5,8.5,1.2,1.8,85.7,1468,-4.1,-26.3,11.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarke, Taylor,664199,2022,4.04,.030,R,859,42.4,95.6,2268,-5.5,-12.3,18.7,1,36.2,88.4,2177,3.6,-31.4,5.5,1.3,21.4,89,1536,-14.1,-29.5,15.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyr, Tyler,664202,2022,2.70,-0.030,R,224,47.3,94.4,2149,-4.9,-12.3,19.2,1.3,,,,,,,,33.5,86.4,1227,-8.3,-33.2,9.3,1.3,,,,,,,,,,,,,,,19.2,90.1,2237,5.5,-24.9,10.5,1.5,,,,,,,,,,,,,,,
Maton III, Phil,664208,2022,3.84,-0.009,R,1089,43.2,91,2487,-1.3,-16.8,16.3,1,,,,,,,,0.1,84.2,2243,-4.9,-21.3,17.9,,31.6,74.5,2998,19.9,-58.9,21.8,1.5,6.5,90.2,2223,-15.2,-24.7,17.9,1.4,0.6,82.4,2656,9.3,-31.1,13.4,1.5,,,,,,,,,,,,,,,
Valdez, Framber,664285,2022,2.82,-0.004,L,3018,3.6,94.1,2192,7.4,-22.1,11.8,1.5,,,,,,,,9,88.7,1631,15.3,-33,15.7,2,28,79.1,2848,-11.7,-60.5,20.1,1.6,49,93.9,2203,14.4,-24.2,16.2,1.5,10.3,83,2673,-3.7,-45,6.9,1.6,,,,,,,,,,,,,,,
Moreta, Dauri,664294,2022,5.40,.007,R,613,55.3,95.9,2266,-9.9,-12.3,20.3,1.4,24,85.7,1996,-3.7,-35.8,4.8,1.5,20.7,87.8,1810,-12.5,-21.3,19.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javier, Cristian,664299,2022,2.54,.002,R,2554,59.9,93.8,2354,-7.3,-12.2,20.5,1.2,27.6,79.9,2621,15.1,-40.2,15.8,1.5,4.1,85.3,2220,-14.5,-28.1,17.6,1.6,8.4,76.5,2884,13.2,-56.4,16.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yajure, Miguel,664337,2022,8.88,-0.019,R,471,30.4,92.9,2325,-7.2,-15.2,18.2,1.4,10.2,81.4,2127,9.2,-39.4,10.5,1.6,19.3,89.2,1523,-13.6,-30.6,14.2,1.6,25.9,81.9,2666,6.8,-55.4,15.9,1.9,6.6,92.9,2117,-14.6,-20.2,18.7,1.4,7.6,90.2,2375,-1.6,-22.8,10.9,1.3,,,,,,,,,,,,,,,
Urquidy, Jose,664353,2022,3.94,-0.012,R,2640,52.7,93.5,2201,-7.7,-11.7,21.3,1.2,,,,,,,,14.8,86.1,2006,-15.8,-23.6,20.9,1.2,14.1,78.1,2628,7.4,-60.3,16.9,2,,,,,,,,4.8,87.4,2508,4.2,-29.7,8.2,2,,,,,,,,,,,,,,,
Romero, Jhon,664584,2022,3.60,.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopez, Alejo,664670,2022,6.75,-0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diaz, Alexis,664747,2022,1.84,-0.028,R,1056,64.7,95.7,2656,-6.6,-15.6,15.9,1.3,35.2,86.9,2750,5.7,-35.1,6.3,1.6,,,,,,,,0.1,81.4,2864,14.9,-45.3,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cousins, Jake,664776,2022,2.70,.020,R,267,,,,,,,,56.2,82.9,2624,13.3,-38.4,13.6,1,0.7,89.5,1998,-18.8,-35.5,18.9,1.5,,,,,,,,43.1,95.7,2260,-16.1,-20.3,19.2,1,,,,,,,,,,,,,,,,,,,,,,
Young, Danny,664849,2022,4.26,.092,L,126,,,,,,,,56.3,77.5,2591,-17.6,-42.1,18.2,1.2,2.4,83,2098,19.5,-42.1,19.7,1.5,,,,,,,,41.3,88.7,2247,18.9,-32.6,19.2,1.1,,,,,,,,,,,,,,,,,,,,,,
Helsley, Ryan,664854,2022,1.25,-0.024,R,962,57,99.6,2643,-2.8,-9.5,18.5,1.9,32.1,89.1,2464,4.5,-32.2,6.1,2,0.6,89.7,1564,-10.9,-22,16.5,1.5,10.3,80.7,2532,6.7,-53.7,13.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dowdy, Kyle,664871,2022,0.00,-0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence, Justin,664875,2022,5.70,.042,R,763,,,,,,,,44.7,82.3,2797,14.5,-36.1,15.5,2,,,,,,,,,,,,,,,55.3,95.1,2281,-16.5,-29.3,16.7,1.6,,,,,,,,,,,,,,,,,,,,,,
Naile, James,664942,2022,5.00,-0.071,R,126,9.5,91.2,1614,-7,-26.7,9.6,1.4,,,,,,,,7.9,86.5,1504,-10.9,-34.2,11.2,1.4,25.4,82.3,2671,12.3,-44,13,1.8,44.4,91.8,1660,-14.5,-28.3,15.2,1.2,12.7,88.2,2219,1.5,-29.6,5.8,1.3,,,,,,,,,,,,,,,
Vieaux, Cam,664944,2022,10.38,.136,L,208,45.2,93.1,2256,10.7,-17.8,17.5,1.1,37,78.3,2624,-14.6,-44,14.8,1.5,17.8,87,1589,13.4,-32.2,14.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misiewicz, Anthony,664948,2022,4.34,.018,L,465,28.4,93.4,2122,8.5,-15.5,18.1,1.5,0.9,83.6,2708,-9.4,-40.8,9.6,1.4,,,,,,,,33.5,79.2,2855,-8.8,-54.4,14.1,1.3,,,,,,,,37.2,88.9,2416,-0.1,-25.6,9.6,1.9,,,,,,,,,,,,,,,
Kelley, Trevor,665001,2022,6.08,.043,R,460,,,,,,,,4.1,83.8,2437,0,-34,5.9,1.5,6.3,80.7,1916,-17.7,-44.5,17.8,1.6,25.4,78.6,2551,8.9,-45.8,9.3,1.4,64.1,89.9,2221,-17.5,-28.9,18.5,1.4,,,,,,,,,,,,,,,,,,,,,,
Clemens, Kody,665019,2022,3.86,.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kremer, Dean,665152,2022,3.23,-0.003,R,1947,32.7,93.5,2235,-8.9,-14.8,18.9,1.4,,,,,,,,15.4,83.7,1580,-15.1,-37.8,15.6,1.3,12.3,76.5,2697,11.1,-62.2,18.6,1.5,8.7,91.7,2139,-16,-20.5,20.3,1.7,30.9,88,2478,4.7,-27.1,9.9,1.8,,,,,,,,,,,,,,,
Garcia, Rony,665621,2022,4.41,-0.066,R,884,44.7,92.9,2335,-10.6,-18,17.6,1.4,,,,,,,,11,87.5,1748,-12.1,-26.9,15.3,1.8,31.7,80.3,2343,7.9,-42.2,8.2,1.9,12.7,92.5,2252,-17,-24.6,18.7,1.7,,,,,,,,,,,,,,,,,,,,,,
Peguero, Elvis,665625,2022,6.75,.043,R,308,,,,,,,,62.7,91,2525,1.2,-30.4,3.4,1.7,,,,,,,,,,,,,,,37.3,96.4,1987,-15.9,-24.2,17,1.5,,,,,,,,,,,,,,,,,,,,,,
Castro, Kervin,665645,2022,10.22,.028,R,239,68.2,92.7,2369,3.1,-16,16.2,1.3,,,,,,,,,,,,,,,24.7,79.4,2141,2.8,-56.7,13.8,1.7,,,,,,,,7.1,84.9,2396,12.7,-38.4,13,1.9,,,,,,,,,,,,,,,
Sanmartin, Reiver,665665,2022,6.32,.064,L,1031,19,90.9,2217,13.6,-21.3,18.3,1.8,26.7,82,2433,-5.7,-39,6.5,2.2,32.9,85.2,2002,16.9,-38.7,17.1,2,,,,,,,,21.4,90.5,2223,17.5,-28.9,18.3,1.7,,,,,,,,,,,,,,,,,,,,,,
Cabrera, Edward,665795,2022,3.01,-0.032,R,1215,20.2,96,2289,-9.8,-13.8,18.8,1.4,15.1,86.9,2423,4.4,-33.7,5.8,1.5,32.3,92.4,1679,-16.1,-24,18.1,1.5,21,83.8,2431,9,-44.8,11,1.4,11.5,95.8,2258,-15.6,-17.3,20.2,1.3,,,,,,,,,,,,,,,,,,,,,,
Assad, Javier,665871,2022,3.11,-0.015,R,690,21.3,92.9,2211,-6.9,-15.2,18,1.2,9.7,81.2,2297,10.8,-37.7,11.8,1.5,6.7,85.4,1510,-14.2,-29.6,16.4,1.4,4.2,75.9,2432,10.8,-58.3,15.4,1.5,31.2,92.3,2004,-14.2,-20,18.8,1.3,27,88.1,2134,3.6,-28.2,8.2,1.5,,,,,,,,,,,,,,,
Marte, Jose,665896,2022,7.36,-0.044,R,265,41.1,96.5,2355,-7.4,-14,17.2,1.5,0.8,88.1,2681,10,-35.6,10,1.5,0.4,89.6,2116,-10.5,-27.2,12.5,,,,,,,,,9.4,96,2185,-13.2,-22,15.4,1.3,48.3,89.4,2459,2.7,-28.4,7,1.9,,,,,,,,,,,,,,,
Anderson, Ian,666120,2022,5.00,.010,R,2005,48,94,1938,-5.9,-14.3,17.9,1,,,,,,,,33.4,88.2,1519,-10.4,-25.3,14.5,1,18.7,81.7,1874,0.6,-43.8,3.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett, Braxton,666129,2022,3.58,.007,L,1436,24.9,91.4,2315,9.3,-17.1,18.5,0.9,32.2,84.1,2298,-9,-41.7,9.8,1.2,9.8,85.9,1637,16.9,-33.5,17.6,1.1,10.4,78.7,2298,-11.4,-53.2,14.6,1.4,22.6,90.9,2089,16.4,-26.3,18.1,1,,,,,,,,,,,,,,,,,,,,,,
Ragans, Cole,666142,2022,4.95,-0.004,L,706,44.5,92.1,2400,10.7,-14,21.5,1.3,,,,,,,,32.9,82.1,2209,16.2,-26.7,21.6,1.3,6.2,76.3,2220,-11.2,-62.3,18.4,1.4,,,,,,,,16.4,88.5,2419,0.9,-27.5,7.7,1.6,,,,,,,,,,,,,,,
Lodolo, Nick,666157,2022,3.66,.020,L,1681,32.1,94.4,2338,16.8,-20.5,19.9,0.9,,,,,,,,10.4,88.3,1962,17.9,-32.9,18.2,1.1,30.6,81.5,2733,-13.8,-40,14.1,1.4,26.9,94.2,2313,18.6,-24.3,19.9,1,,,,,,,,,,,,,,,,,,,,,,
Manning, Matt,666159,2022,3.43,-0.025,R,990,51.4,93.2,2055,-2.9,-15,16.7,1.8,22.9,83.7,2176,8.2,-28.9,13.7,1.7,7.6,86.2,1372,-11.7,-29.5,14,1.6,10.5,79.7,2282,8.9,-54,14.3,1.7,7.6,92.8,1931,-9.8,-17.3,17.5,1.4,,,,,,,,,,,,,,,,,,,,,,
Thompson, Mason,666168,2022,2.92,-0.030,R,368,1.9,95.5,2252,-8.6,-12.5,19.7,1.4,23.9,84.4,2207,4.2,-39.9,4.9,1.4,1.4,88.2,2001,-18.4,-28.5,20,1.5,,,,,,,,72.8,95.8,2252,-16.6,-19.1,19.9,1.1,,,,,,,,,,,,,,,,,,,,,,
Luzardo, Jesus,666200,2022,3.32,-0.027,L,1644,28.8,96.3,2207,13.5,-14.7,20.3,1.5,30.1,83.7,2325,-1.1,-39.6,2.4,1.7,22.6,87.2,1900,15.6,-27.7,17.8,1.5,,,,,,,,18.4,95.7,2141,17.1,-18.2,21,1.4,,,,,,,,,,,,,,,,,,,,,,
Manoah, Alek,666201,2022,2.24,-0.022,R,2949,35.9,93.9,2369,-5.5,-14.3,17.8,1.5,27.1,81.5,2216,14.5,-41,14.7,1.7,11.2,86.5,1980,-14.5,-27.2,17.7,1.5,,,,,,,,25.8,93.3,2194,-14.7,-21.1,18.2,1.6,,,,,,,,,,,,,,,,,,,,,,
Jimenez, Dany,666204,2022,3.41,-0.014,R,539,37.8,93.9,2216,-3.4,-13.3,18.2,1.4,61.6,81.9,2360,2,-41.1,3.1,1.8,,,,,,,,,,,,,,,,,,,,,,0.6,92.8,2150,2.5,-17.2,14.7,1.5,,,,,,,,,,,,,,,
Muller, Kyle,666205,2022,8.03,-0.015,L,233,46.8,94.2,2384,5.3,-16.9,15,1.3,23.6,86.9,2046,-0.7,-34.5,2.4,1.3,9.9,88.1,1611,14.3,-30.2,15.5,1.5,19.7,80.9,2446,-6.8,-54.1,13.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wentz, Joey,666214,2022,3.03,-0.019,L,555,55.1,92.4,2273,11.9,-15.6,20.5,1.4,,,,,,,,13.5,84.1,2085,15,-27,19.2,1.4,9.4,75.4,2291,-8.6,-58.8,13.8,1.6,,,,,,,,22,83.4,2295,-1.7,-34.7,5.8,2.4,,,,,,,,,,,,,,,
Brash, Matt,666374,2022,4.44,.000,R,935,35.9,96.9,2233,-11.5,-15.3,18.2,1.6,37.8,86.8,2883,15.2,-36.5,15.6,2.6,0.7,85.5,2050,-17.8,-30.6,19.3,1.5,25.6,84.6,2971,13.7,-46.1,15.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santos, Gregory,666619,2022,4.91,.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castillo, Max,666721,2022,5.95,.002,R,697,48.1,93,2193,-13,-17.5,19.5,1.4,18.8,83.4,2377,3.2,-36,5.9,1.8,33.1,87.5,1615,-13.6,-30.5,15,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doval, Camilo,666808,2022,2.53,.019,R,1121,,,,,,,,43.6,87.7,2580,6.4,-34.8,6.9,1.8,,,,,,,,,,,,,,,25.9,98.4,2472,-11.3,-25.6,11.8,1.5,30.5,99.4,2531,-5,-14.7,14,1.8,,,,,,,,,,,,,,,
Frias, Luis,666818,2022,10.59,.057,R,356,62.4,96.9,2231,-3.7,-11.8,18.1,1.5,32.6,85.4,2029,1.5,-42.1,5.5,1.5,5.1,89.7,1324,-11,-23.4,15.8,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cano, Yennier,666974,2022,11.50,.073,R,394,2.5,95.7,2272,-15.9,-16.7,20.8,1.4,27.2,87.5,2475,2.5,-35.9,3.9,1.4,30.2,90.2,1824,-18.1,-30.3,18.6,1,,,,,,,,40.1,95.3,2229,-18.2,-26.9,18.9,1,,,,,,,,,,,,,,,,,,,,,,
Nance, Tommy,667297,2022,4.33,.027,R,751,13.3,93.8,2341,-9.1,-15.4,18.3,1.3,18.4,86.9,2652,2.7,-39.3,4.6,1.2,,,,,,,,39.3,85.3,2886,11.5,-49.4,16.5,1.3,29,94.2,2326,-15.9,-23.7,17.6,1.2,,,,,,,,,,,,,,,,,,,,,,
Rondon, Angel,667373,2022,0.00,-0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanchez, Miguel,667376,2022,4.05,-0.012,R,211,38.9,94.2,2142,-6.9,-15.9,16.6,1.3,9,82.5,2220,3.4,-40.1,3.9,1.5,52.1,89,1589,-12.6,-31.3,13.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson, Zach,667427,2022,3.00,-0.014,R,887,54.1,94.5,2121,-4.9,-11.2,20.3,1.4,44.6,85.2,2461,0.6,-40.1,3.5,1.3,1,88.9,1239,-9.4,-26.9,12.2,1.5,,,,,,,,,,,,,,,0.2,94.2,2204,1.7,-10.1,21.4,1.5,,,,,,,,,,,,,,,
King, John,667463,2022,4.03,.019,L,749,,,,,,,,5.9,81,2688,-8.5,-48,11.2,2.1,24.7,80.7,1638,15.7,-42,16.1,1.7,,,,,,,,52.3,92.4,2066,15.6,-31.4,15.8,1.2,8.1,86.7,2449,-0.5,-32.8,4.3,1.9,,,,,,,,,,,,,,,
Fletcher, Aaron,667465,2022,6.94,-0.019,L,173,,,,,,,,23.1,79.6,1809,-5.1,-43.1,6,1.9,27.7,74.9,1884,16.3,-49.1,16.5,1.4,,,,,,,,49.1,90.8,2282,18.2,-29.2,18.8,1.5,,,,,,,,,,,,,,,,,,,,,,
Dugger, Robert,667498,2022,6.19,.039,R,284,22.5,89.4,2120,-7.4,-19.3,16.8,1.4,19.4,77.6,2292,11.8,-43.8,12.4,1.6,18.7,81.3,1408,-13.4,-35.8,14.8,1.4,18.7,72.6,2240,11,-61.1,14.4,1.2,20.8,89.9,2053,-14.6,-21.6,19.4,1.2,,,,,,,,,,,,,,,,,,,,,,
Tyler, Kyle,667725,2022,0.00,-0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miller, Tyson,668338,2022,10.97,.087,R,228,44.7,90.8,2096,-2.2,-22.6,11,1.4,34.2,81.4,2425,13.9,-38.2,15.1,1.6,5.7,86.3,2084,-15.7,-35.9,15.9,1.5,0.9,77.2,2522,16.3,-52.4,17.7,1.4,14.5,91.9,2053,-15,-27.8,15.9,1.5,,,,,,,,,,,,,,,,,,,,,,
Nogosek, Stephen,668665,2022,2.45,-0.008,R,377,41.4,95,2279,-2.7,-11.7,19.1,1.1,6.9,83,2320,5.8,-39.8,6.3,1.4,9,87.4,1439,-12.3,-28.7,14.6,1.4,1.9,75.8,2309,13.8,-54.9,15.4,1.6,,,,,,,,31.3,89.1,2243,5.1,-27.6,8.9,1.7,,,,,,,,,,,,,,,
Plesac, Zach,668676,2022,4.31,-0.018,R,2150,42.7,91.9,2151,-7.4,-13.5,20.4,1.3,24.3,85.4,2125,1.3,-29.9,7.7,1.5,22.4,85.7,1628,-11.4,-24.9,17,1.3,10.4,79.3,2182,1.9,-52.8,9.8,1.5,0.2,89.4,2080,-13.6,-19,20.2,1.4,,,,,,,,,,,,,,,,,,,,,,
Gallen, Zac,668678,2022,2.54,-0.027,R,2935,48.1,94.1,2420,-3.4,-13.5,18,1.2,0.9,86.7,2513,7.5,-35.6,8.4,1.5,14.2,86.2,1539,-11.9,-32.8,12.9,2,21.9,81.6,2515,6.7,-53.5,14,1.4,0,94.7,2216,-14.4,-16.3,20.3,,14.8,89.9,2424,5.3,-26.7,9.3,1.4,,,,,,,,,,,,,,,
Tully, Tanner,668684,2022,6.00,.025,L,116,59.5,90.9,1932,3.6,-19.2,14.4,1.3,27.6,81.3,2390,-10.9,-40.2,11.9,1.9,10.3,84.7,1435,12.2,-34.3,13,1.6,2.6,75.2,2479,-8.9,-58.5,13.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kranick, Max,668820,2022,0.00,.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGee, Easton,668834,2022,0.00,.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
